"site","year","species","abund"
"2008_19_exclosure_summer",2008,"kall gran",6
"2008_19_exclosure_summer",2008,"moll vert",1
"2008_19_exclosure_summer",2008,"pani ariz",90
"2008_19_exclosure_summer",2008,"pani hirt",94
"2008_19_exclosure_summer",2008,"pani mili",1
"2008_19_exclosure_summer",2008,"sida spin",1
"2008_19_exclosure_summer",2008,"tide lanu",12
"2008_20_exclosure_summer",2008,"amar palm",8
"2008_20_exclosure_summer",2008,"aris adsc",810
"2008_20_exclosure_summer",2008,"boer inte",3
"2008_20_exclosure_summer",2008,"boer torr",12
"2008_20_exclosure_summer",2008,"bout aris",581
"2008_20_exclosure_summer",2008,"bout barb",38
"2008_20_exclosure_summer",2008,"crot pumi",3
"2008_20_exclosure_summer",2008,"dale brac",9
"2008_20_exclosure_summer",2008,"erag arid",19
"2008_20_exclosure_summer",2008,"erio lemm",1
"2008_20_exclosure_summer",2008,"kall gran",1
"2008_20_exclosure_summer",2008,"pani ariz",27
"2008_20_exclosure_summer",2008,"pani hirt",31
"2008_20_exclosure_summer",2008,"tide lanu",30
"2008_21_exclosure_summer",2008,"amar palm",1
"2008_21_exclosure_summer",2008,"aris adsc",1458
"2008_21_exclosure_summer",2008,"boer inte",8
"2008_21_exclosure_summer",2008,"bout aris",940
"2008_21_exclosure_summer",2008,"bout barb",14
"2008_21_exclosure_summer",2008,"crot pumi",6
"2008_21_exclosure_summer",2008,"dale brac",2
"2008_21_exclosure_summer",2008,"kall gran",1
"2008_21_exclosure_summer",2008,"pani ariz",22
"2008_21_exclosure_summer",2008,"pani hirt",67
"2008_21_exclosure_summer",2008,"port parv",2
"2008_21_exclosure_summer",2008,"tide lanu",16
"2008_22_control_summer",2008,"aris adsc",569
"2008_22_control_summer",2008,"boer inte",4
"2008_22_control_summer",2008,"boer torr",6
"2008_22_control_summer",2008,"bout aris",679
"2008_22_control_summer",2008,"bout barb",20
"2008_22_control_summer",2008,"cass lept",4
"2008_22_control_summer",2008,"crot pumi",18
"2008_22_control_summer",2008,"dale brac",41
"2008_22_control_summer",2008,"erag arid",2
"2008_22_control_summer",2008,"pani ariz",32
"2008_22_control_summer",2008,"pani hirt",24
"2008_22_control_summer",2008,"sida spin",5
"2008_22_control_summer",2008,"tide lanu",5
"2008_23_removal_summer",2008,"amar palm",31
"2008_23_removal_summer",2008,"aris adsc",696
"2008_23_removal_summer",2008,"boer inte",22
"2008_23_removal_summer",2008,"bout aris",551
"2008_23_removal_summer",2008,"bout barb",32
"2008_23_removal_summer",2008,"crot pumi",25
"2008_23_removal_summer",2008,"dale brac",58
"2008_23_removal_summer",2008,"erag arid",45
"2008_23_removal_summer",2008,"kall gran",6
"2008_23_removal_summer",2008,"pani ariz",24
"2008_23_removal_summer",2008,"pani hirt",65
"2008_23_removal_summer",2008,"port parv",1
"2008_23_removal_summer",2008,"tide lanu",15
"2008_1_control_summer",2008,"erig dive",7
"2008_1_control_summer",2008,"erio aber",6
"2008_1_control_summer",2008,"erod cicu",390
"2008_1_control_summer",2008,"hapl grac",6
"2008_2_control_summer",2008,"erio aber",3
"2008_2_control_summer",2008,"erod cicu",140
"2008_3_exclosure_summer",2008,"erio aber",2
"2008_3_exclosure_summer",2008,"erod cicu",462
"2008_3_exclosure_summer",2008,"hapl grac",2
"2008_4_control_summer",2008,"erod cicu",419
"2008_4_control_summer",2008,"hapl grac",1
"2008_5_removal_summer",2008,"erio aber",6
"2008_5_removal_summer",2008,"erod cicu",181
"2008_5_removal_summer",2008,"hapl grac",2
"2008_6_exclosure_summer",2008,"erio aber",2
"2008_6_exclosure_summer",2008,"erod cicu",81
"2008_6_exclosure_summer",2008,"hapl grac",80
"2008_7_removal_summer",2008,"dith wisl",12
"2008_7_removal_summer",2008,"erio aber",2
"2008_7_removal_summer",2008,"erod cicu",488
"2008_7_removal_summer",2008,"hapl grac",1
"2008_8_control_summer",2008,"bail mult",3
"2008_8_control_summer",2008,"dith wisl",2
"2008_8_control_summer",2008,"erig dive",12
"2008_8_control_summer",2008,"erio aber",5
"2008_8_control_summer",2008,"erod cicu",329
"2008_8_control_summer",2008,"hapl grac",10
"2008_9_control_summer",2008,"erig dive",22
"2008_9_control_summer",2008,"erod cicu",31
"2008_9_control_summer",2008,"hapl grac",197
"2008_10_removal_summer",2008,"erio aber",2
"2008_10_removal_summer",2008,"erod cicu",573
"2008_10_removal_summer",2008,"hapl grac",2
"2008_11_control_summer",2008,"erio aber",1
"2008_11_control_summer",2008,"erod cicu",312
"2008_12_control_summer",2008,"erio aber",1
"2008_12_control_summer",2008,"erod cicu",126
"2008_12_control_summer",2008,"hapl grac",6
"2008_13_exclosure_summer",2008,"bail mult",2
"2008_13_exclosure_summer",2008,"dale brac",2
"2008_13_exclosure_summer",2008,"erio aber",7
"2008_13_exclosure_summer",2008,"erod cicu",375
"2008_14_control_summer",2008,"erio aber",2
"2008_14_control_summer",2008,"erod cicu",141
"2008_14_control_summer",2008,"hapl grac",1
"2008_15_exclosure_summer",2008,"chen frem",4
"2008_15_exclosure_summer",2008,"erio aber",5
"2008_15_exclosure_summer",2008,"erod cicu",191
"2008_16_removal_summer",2008,"erig dive",3
"2008_16_removal_summer",2008,"erio aber",1
"2008_16_removal_summer",2008,"erod cicu",510
"2008_17_control_summer",2008,"erod cicu",135
"2008_17_control_summer",2008,"hapl grac",15
"2008_18_exclosure_summer",2008,"dale brac",2
"2008_18_exclosure_summer",2008,"erig dive",1
"2008_18_exclosure_summer",2008,"erio aber",1
"2008_18_exclosure_summer",2008,"erod cicu",395
"2008_18_exclosure_summer",2008,"hapl grac",31
"2008_19_exclosure_summer",2008,"erio aber",2
"2008_19_exclosure_summer",2008,"erod cicu",308
"2008_19_exclosure_summer",2008,"hapl grac",9
"2008_20_exclosure_summer",2008,"erod cicu",236
"2008_21_exclosure_summer",2008,"erig dive",3
"2008_21_exclosure_summer",2008,"erio aber",2
"2008_21_exclosure_summer",2008,"erod cicu",449
"2008_21_exclosure_summer",2008,"hapl grac",3
"2008_22_control_summer",2008,"erio aber",3
"2008_22_control_summer",2008,"erod cicu",362
"2008_22_control_summer",2008,"hapl grac",3
"2008_23_removal_summer",2008,"erio aber",2
"2008_23_removal_summer",2008,"erod cicu",382
"2008_23_removal_summer",2008,"hapl grac",2
"2009_19_exclosure_summer",2009,"aris adsc",2
"2009_19_exclosure_summer",2009,"pani hirt",1
"2011_1_control_summer",2011,"amar palm",2
"2011_1_control_summer",2011,"aris adsc",2
"2011_1_control_summer",2011,"boer inte",28
"2011_1_control_summer",2011,"boer torr",21
"2011_1_control_summer",2011,"bout aris",9
"2011_1_control_summer",2011,"bout barb",32
"2011_1_control_summer",2011,"cass lept",2
"2011_1_control_summer",2011,"crot pumi",47
"2011_1_control_summer",2011,"dale brac",13
"2011_1_control_summer",2011,"kall hirs",12
"2011_1_control_summer",2011,"moll vert",1
"2011_1_control_summer",2011,"pani ariz",31
"2011_1_control_summer",2011,"pani hirt",30
"2011_1_control_summer",2011,"sida spin",2
"2011_1_control_summer",2011,"tide lanu",4
"2011_2_control_summer",2011,"amar palm",77
"2011_2_control_summer",2011,"boer inte",16
"2011_2_control_summer",2011,"boer torr",3
"2011_2_control_summer",2011,"bout aris",1
"2011_2_control_summer",2011,"bout barb",25
"2011_2_control_summer",2011,"cass lept",11
"2011_2_control_summer",2011,"crot pumi",5
"2011_2_control_summer",2011,"dale brac",13
"2011_2_control_summer",2011,"erio lemm",11
"2011_2_control_summer",2011,"kall gran",4
"2011_2_control_summer",2011,"kall hirs",2
"2011_2_control_summer",2011,"moll cerv",21
"2011_2_control_summer",2011,"moll vert",11
"2011_2_control_summer",2011,"pani ariz",65
"2011_2_control_summer",2011,"pani hirt",29
"2011_2_control_summer",2011,"sanv aber",1
"2011_2_control_summer",2011,"tide lanu",2
"2011_2_control_summer",2011,"trag bert",3
"2011_2_control_summer",2011,"tria port",2
"2011_3_exclosure_summer",2011,"amar palm",1
"2011_3_exclosure_summer",2011,"aris adsc",4
"2011_3_exclosure_summer",2011,"boer inte",4
"2011_3_exclosure_summer",2011,"bout barb",65
"2011_3_exclosure_summer",2011,"cass lept",2
"2011_3_exclosure_summer",2011,"crot pumi",3
"2011_3_exclosure_summer",2011,"dale brac",11
"2011_3_exclosure_summer",2011,"erag arid",1
"2011_3_exclosure_summer",2011,"kall gran",3
"2011_3_exclosure_summer",2011,"pani ariz",25
"2011_3_exclosure_summer",2011,"pani hirt",15
"2011_3_exclosure_summer",2011,"tide lanu",3
"2011_3_exclosure_summer",2011,"tria port",3
"2011_4_control_summer",2011,"amar palm",1
"2011_4_control_summer",2011,"aris adsc",5
"2011_4_control_summer",2011,"boer inte",2
"2011_4_control_summer",2011,"boer torr",15
"2011_4_control_summer",2011,"bout aris",3
"2011_4_control_summer",2011,"bout barb",51
"2011_4_control_summer",2011,"dale brac",8
"2011_4_control_summer",2011,"euph micr",1
"2011_4_control_summer",2011,"kall hirs",14
"2011_4_control_summer",2011,"pani ariz",9
"2011_4_control_summer",2011,"pani hirt",84
"2011_4_control_summer",2011,"pani mili",1
"2011_4_control_summer",2011,"tide lanu",6
"2011_5_removal_summer",2011,"amar palm",2
"2011_5_removal_summer",2011,"aris adsc",7
"2011_5_removal_summer",2011,"boer inte",2
"2011_5_removal_summer",2011,"boer torr",31
"2011_5_removal_summer",2011,"bout aris",30
"2011_5_removal_summer",2011,"bout barb",33
"2011_5_removal_summer",2011,"dale brac",50
"2011_5_removal_summer",2011,"kall hirs",25
"2011_5_removal_summer",2011,"pani ariz",24
"2011_5_removal_summer",2011,"pani hirt",40
"2011_5_removal_summer",2011,"pani mili",1
"2011_5_removal_summer",2011,"tide lanu",10
"2011_6_exclosure_summer",2011,"aris adsc",3
"2011_6_exclosure_summer",2011,"boer inte",20
"2011_6_exclosure_summer",2011,"boer torr",6
"2011_6_exclosure_summer",2011,"bout aris",3
"2011_6_exclosure_summer",2011,"bout barb",39
"2011_6_exclosure_summer",2011,"cass lept",2
"2011_6_exclosure_summer",2011,"dale brac",5
"2011_6_exclosure_summer",2011,"kall gran",1
"2011_6_exclosure_summer",2011,"kall hirs",2
"2011_6_exclosure_summer",2011,"moll vert",1
"2011_6_exclosure_summer",2011,"pani ariz",45
"2011_6_exclosure_summer",2011,"pani hirt",23
"2011_6_exclosure_summer",2011,"pani mili",1
"2011_6_exclosure_summer",2011,"sals kali",3
"2011_6_exclosure_summer",2011,"tide lanu",10
"2011_6_exclosure_summer",2011,"tria port",1
"2011_7_removal_summer",2011,"aris adsc",4
"2011_7_removal_summer",2011,"boer inte",32
"2011_7_removal_summer",2011,"boer torr",32
"2011_7_removal_summer",2011,"bout aris",7
"2011_7_removal_summer",2011,"bout barb",201
"2011_7_removal_summer",2011,"dale brac",25
"2011_7_removal_summer",2011,"euph micr",3
"2011_7_removal_summer",2011,"kall gran",14
"2011_7_removal_summer",2011,"pani ariz",13
"2011_7_removal_summer",2011,"pani hirt",64
"2011_7_removal_summer",2011,"tide lanu",22
"2011_8_control_summer",2011,"aris adsc",2
"2011_8_control_summer",2011,"boer inte",1
"2011_8_control_summer",2011,"boer torr",24
"2011_8_control_summer",2011,"bout aris",6
"2011_8_control_summer",2011,"bout barb",36
"2011_8_control_summer",2011,"cass lept",2
"2011_8_control_summer",2011,"dale brac",2
"2011_8_control_summer",2011,"erio lemm",1
"2011_8_control_summer",2011,"kall gran",7
"2011_8_control_summer",2011,"kall hirs",6
"2011_8_control_summer",2011,"pani ariz",29
"2011_8_control_summer",2011,"pani hirt",31
"2011_8_control_summer",2011,"tide lanu",5
"2011_8_control_summer",2011,"tria port",1
"2011_9_control_summer",2011,"aris adsc",8
"2011_9_control_summer",2011,"boer inte",4
"2011_9_control_summer",2011,"boer torr",8
"2011_9_control_summer",2011,"bout aris",13
"2011_9_control_summer",2011,"bout barb",79
"2011_9_control_summer",2011,"cass lept",2
"2011_9_control_summer",2011,"dale brac",25
"2011_9_control_summer",2011,"erio poly",35
"2011_9_control_summer",2011,"kall gran",3
"2011_9_control_summer",2011,"pani ariz",30
"2011_9_control_summer",2011,"pani hirt",30
"2011_9_control_summer",2011,"tide lanu",1
"2011_10_removal_summer",2011,"aris adsc",11
"2011_10_removal_summer",2011,"boer inte",3
"2011_10_removal_summer",2011,"boer torr",4
"2011_10_removal_summer",2011,"bout aris",3
"2011_10_removal_summer",2011,"bout barb",87
"2011_10_removal_summer",2011,"dale brac",65
"2011_10_removal_summer",2011,"kall hirs",5
"2011_10_removal_summer",2011,"pani hirt",2
"2011_10_removal_summer",2011,"tide lanu",3
"2011_11_control_summer",2011,"aris adsc",3
"2011_11_control_summer",2011,"boer inte",3
"2011_11_control_summer",2011,"boer torr",13
"2011_11_control_summer",2011,"bout aris",4
"2011_11_control_summer",2011,"bout barb",14
"2011_11_control_summer",2011,"dale brac",12
"2011_11_control_summer",2011,"pani ariz",20
"2011_11_control_summer",2011,"pani hirt",31
"2011_11_control_summer",2011,"tide lanu",5
"2011_11_control_summer",2011,"tria port",2
"2011_12_control_summer",2011,"amar palm",8
"2011_12_control_summer",2011,"boer inte",2
"2011_12_control_summer",2011,"boer torr",9
"2011_12_control_summer",2011,"bout barb",32
"2011_12_control_summer",2011,"crot pumi",3
"2011_12_control_summer",2011,"dale brac",2
"2011_12_control_summer",2011,"kall gran",1
"2011_12_control_summer",2011,"kall hirs",11
"2011_12_control_summer",2011,"moll cerv",3
"2011_12_control_summer",2011,"pani ariz",28
"2011_12_control_summer",2011,"pani hirt",23
"2011_12_control_summer",2011,"sals kali",1
"2011_12_control_summer",2011,"tide lanu",1
"2011_12_control_summer",2011,"tria port",1
"2011_13_exclosure_summer",2011,"boer inte",29
"2011_13_exclosure_summer",2011,"boer torr",7
"2011_13_exclosure_summer",2011,"bout aris",1
"2011_13_exclosure_summer",2011,"bout barb",55
"2011_13_exclosure_summer",2011,"dale brac",8
"2011_13_exclosure_summer",2011,"kall gran",3
"2011_13_exclosure_summer",2011,"kall hirs",5
"2011_13_exclosure_summer",2011,"pani ariz",49
"2011_13_exclosure_summer",2011,"pani hirt",7
"2011_13_exclosure_summer",2011,"tide lanu",7
"2011_13_exclosure_summer",2011,"tria port",2
"2011_14_control_summer",2011,"aris adsc",2
"2011_14_control_summer",2011,"boer inte",5
"2011_14_control_summer",2011,"boer torr",20
"2011_14_control_summer",2011,"bout aris",11
"2011_14_control_summer",2011,"bout barb",76
"2011_14_control_summer",2011,"euph exst",1
"2011_14_control_summer",2011,"kall hirs",3
"2011_14_control_summer",2011,"pani ariz",25
"2011_14_control_summer",2011,"pani hirt",13
"2011_14_control_summer",2011,"tide lanu",9
"2011_14_control_summer",2011,"tria port",3
"2011_15_exclosure_summer",2011,"aris adsc",6
"2011_15_exclosure_summer",2011,"boer inte",2
"2011_15_exclosure_summer",2011,"boer torr",13
"2011_15_exclosure_summer",2011,"bout aris",4
"2011_15_exclosure_summer",2011,"bout barb",134
"2011_15_exclosure_summer",2011,"dale brac",8
"2011_15_exclosure_summer",2011,"kall hirs",8
"2011_15_exclosure_summer",2011,"pani ariz",22
"2011_15_exclosure_summer",2011,"pani hirt",20
"2011_15_exclosure_summer",2011,"tide lanu",13
"2011_15_exclosure_summer",2011,"tria port",5
"2011_16_removal_summer",2011,"aris adsc",1
"2011_16_removal_summer",2011,"boer inte",10
"2011_16_removal_summer",2011,"boer torr",3
"2011_16_removal_summer",2011,"bout barb",29
"2011_16_removal_summer",2011,"dale brac",111
"2011_16_removal_summer",2011,"kall gran",2
"2011_16_removal_summer",2011,"kall hirs",8
"2011_16_removal_summer",2011,"pani ariz",12
"2011_16_removal_summer",2011,"pani hirt",1
"2011_16_removal_summer",2011,"tide lanu",3
"2011_16_removal_summer",2011,"tria port",16
"2011_17_control_summer",2011,"amar palm",1
"2011_17_control_summer",2011,"aris adsc",3
"2011_17_control_summer",2011,"boer inte",13
"2011_17_control_summer",2011,"boer torr",6
"2011_17_control_summer",2011,"bout aris",2
"2011_17_control_summer",2011,"bout barb",34
"2011_17_control_summer",2011,"dale brac",1
"2011_17_control_summer",2011,"erio lemm",7
"2011_17_control_summer",2011,"pani ariz",13
"2011_17_control_summer",2011,"pani hirt",35
"2011_17_control_summer",2011,"tide lanu",15
"2011_17_control_summer",2011,"tria port",18
"2011_18_exclosure_summer",2011,"aris adsc",1
"2011_18_exclosure_summer",2011,"boer inte",11
"2011_18_exclosure_summer",2011,"boer torr",5
"2011_18_exclosure_summer",2011,"bout barb",8
"2011_18_exclosure_summer",2011,"crot pumi",2
"2011_18_exclosure_summer",2011,"dale brac",1
"2011_18_exclosure_summer",2011,"kall gran",5
"2011_18_exclosure_summer",2011,"kall hirs",13
"2011_18_exclosure_summer",2011,"moll vert",3
"2011_18_exclosure_summer",2011,"pani ariz",39
"2011_18_exclosure_summer",2011,"pani hirt",5
"2011_18_exclosure_summer",2011,"sals kali",1
"2011_18_exclosure_summer",2011,"sanv aber",4
"2011_18_exclosure_summer",2011,"tide lanu",8
"2011_18_exclosure_summer",2011,"tria port",12
"2011_19_exclosure_summer",2011,"amar palm",1
"2011_19_exclosure_summer",2011,"aris adsc",2
"2011_19_exclosure_summer",2011,"boer torr",6
"2011_19_exclosure_summer",2011,"bout barb",21
"2011_19_exclosure_summer",2011,"erag cili",1
"2011_19_exclosure_summer",2011,"erio poly",4
"2011_19_exclosure_summer",2011,"kall gran",4
"2011_19_exclosure_summer",2011,"kall hirs",5
"2011_19_exclosure_summer",2011,"pani ariz",34
"2011_19_exclosure_summer",2011,"pani hirt",9
"2011_19_exclosure_summer",2011,"sals kali",1
"2011_19_exclosure_summer",2011,"tide lanu",7
"2011_19_exclosure_summer",2011,"trag bert",1
"2011_19_exclosure_summer",2011,"tria port",2
"2011_20_exclosure_summer",2011,"aris adsc",3
"2011_20_exclosure_summer",2011,"boer inte",5
"2011_20_exclosure_summer",2011,"bout aris",1
"2011_20_exclosure_summer",2011,"bout barb",20
"2011_20_exclosure_summer",2011,"dale brac",3
"2011_20_exclosure_summer",2011,"kall hirs",2
"2011_20_exclosure_summer",2011,"pani ariz",8
"2011_20_exclosure_summer",2011,"pani hirt",6
"2011_20_exclosure_summer",2011,"tide lanu",3
"2011_21_exclosure_summer",2011,"aris adsc",4
"2011_21_exclosure_summer",2011,"boer inte",22
"2011_21_exclosure_summer",2011,"bout aris",5
"2011_21_exclosure_summer",2011,"bout barb",37
"2011_21_exclosure_summer",2011,"dale brac",5
"2011_21_exclosure_summer",2011,"ipom cost",2
"2011_21_exclosure_summer",2011,"kall gran",9
"2011_21_exclosure_summer",2011,"kall hirs",2
"2011_21_exclosure_summer",2011,"moll cerv",1
"2011_21_exclosure_summer",2011,"pani ariz",29
"2011_21_exclosure_summer",2011,"pani hirt",3
"2011_21_exclosure_summer",2011,"tide lanu",5
"2011_22_control_summer",2011,"aris adsc",3
"2011_22_control_summer",2011,"boer inte",35
"2011_22_control_summer",2011,"boer torr",3
"2011_22_control_summer",2011,"bout aris",1
"2011_22_control_summer",2011,"bout barb",10
"2011_22_control_summer",2011,"cass lept",1
"2011_22_control_summer",2011,"dale brac",27
"2011_22_control_summer",2011,"kall hirs",1
"2011_22_control_summer",2011,"moll cerv",1
"2011_22_control_summer",2011,"moll vert",5
"2011_22_control_summer",2011,"pani ariz",28
